run: 3 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Mon Jan 25 12:28:05 2021 | q: 38/63 | q_time: 72.678168s | E: 102 | q_time/E: 0.712531s | shuffle time: 0.000266s
Mon Jan 25 12:30:12 2021 | q: 39/63 | q_time: 127.111646s | E: 105 | q_time/E: 1.210587s | shuffle time: 0.000266s
Mon Jan 25 12:31:31 2021 | q: 40/63 | q_time: 79.214035s | E: 109 | q_time/E: 0.726734s | shuffle time: 0.000307s
Mon Jan 25 12:36:28 2021 | q: 41/63 | q_time: 297.196342s | E: 112 | q_time/E: 2.653539s | shuffle time: 0.000266s
Mon Jan 25 12:39:35 2021 | q: 42/63 | q_time: 186.242944s | E: 115 | q_time/E: 1.619504s | shuffle time: 0.000267s
Mon Jan 25 12:43:25 2021 | q: 43/63 | q_time: 230.344862s | E: 119 | q_time/E: 1.935671s | shuffle time: 0.000272s
Mon Jan 25 12:53:35 2021 | q: 44/63 | q_time: 609.727242s | E: 122 | q_time/E: 4.997764s | shuffle time: 0.000269s
Mon Jan 25 12:58:30 2021 | q: 45/63 | q_time: 295.636081s | E: 125 | q_time/E: 2.365089s | shuffle time: 0.000272s
Mon Jan 25 13:06:35 2021 | q: 46/63 | q_time: 485.132142s | E: 129 | q_time/E: 3.760714s | shuffle time: 0.000269s
Mon Jan 25 13:14:08 2021 | q: 47/63 | q_time: 453.094749s | E: 132 | q_time/E: 3.432536s | shuffle time: 0.000267s
Mon Jan 25 13:47:58 2021 | q: 48/63 | q_time: 2029.779211s | E: 136 | q_time/E: 14.924847s | shuffle time: 0.000267s
Mon Jan 25 13:54:00 2021 | q: 49/63 | q_time: 361.392335s | E: 139 | q_time/E: 2.599945s | shuffle time: 0.000265s
Mon Jan 25 13:57:26 2021 | q: 50/63 | q_time: 206.247828s | E: 142 | q_time/E: 1.452449s | shuffle time: 0.000263s
Mon Jan 25 14:02:13 2021 | q: 51/63 | q_time: 286.907086s | E: 145 | q_time/E: 1.978670s | shuffle time: 0.000263s
Mon Jan 25 14:05:09 2021 | q: 52/63 | q_time: 176.387393s | E: 149 | q_time/E: 1.183808s | shuffle time: 0.000264s
Mon Jan 25 14:09:07 2021 | q: 53/63 | q_time: 237.334564s | E: 153 | q_time/E: 1.551206s | shuffle time: 0.000263s
Mon Jan 25 14:14:13 2021 | q: 54/63 | q_time: 306.830926s | E: 157 | q_time/E: 1.954337s | shuffle time: 0.000263s
Mon Jan 25 14:18:36 2021 | q: 55/63 | q_time: 262.719524s | E: 161 | q_time/E: 1.631798s | shuffle time: 0.000260s
Mon Jan 25 14:27:46 2021 | q: 56/63 | q_time: 550.149597s | E: 165 | q_time/E: 3.334240s | shuffle time: 0.000262s
Mon Jan 25 14:31:40 2021 | q: 57/63 | q_time: 233.427151s | E: 168 | q_time/E: 1.389447s | shuffle time: 0.000264s
Mon Jan 25 15:00:46 2021 | q: 58/63 | q_time: 1746.719295s | E: 172 | q_time/E: 10.155345s | shuffle time: 0.000260s
Mon Jan 25 15:05:35 2021 | q: 59/63 | q_time: 288.540882s | E: 174 | q_time/E: 1.658281s | shuffle time: 0.000257s
Mon Jan 25 15:11:18 2021 | q: 60/63 | q_time: 342.820211s | E: 177 | q_time/E: 1.936837s | shuffle time: 0.000258s
Mon Jan 25 15:21:53 2021 | q: 61/63 | q_time: 635.056470s | E: 180 | q_time/E: 3.528091s | shuffle time: 0.000254s
Mon Jan 25 15:38:44 2021 | q: 62/63 | q_time: 1010.793627s | E: 183 | q_time/E: 5.523462s | shuffle time: 0.000254s
Mon Jan 25 16:04:59 2021 | q: 63/63 | q_time: 1575.066771s | E: 185 | q_time/E: 8.513874s | shuffle time: 0.000252s
