run: 4 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Mon Jan 25 16:11:19 2021 | q: 22/63 | q_time: 77.727933s | E: 51 | q_time/E: 1.524077s | shuffle time: 0.000270s
Mon Jan 25 16:12:29 2021 | q: 23/63 | q_time: 69.409059s | E: 54 | q_time/E: 1.285353s | shuffle time: 0.000270s
Mon Jan 25 16:13:16 2021 | q: 24/63 | q_time: 47.634692s | E: 57 | q_time/E: 0.835696s | shuffle time: 0.000269s
Mon Jan 25 16:14:06 2021 | q: 25/63 | q_time: 50.045034s | E: 59 | q_time/E: 0.848221s | shuffle time: 0.000270s
Mon Jan 25 16:15:47 2021 | q: 26/63 | q_time: 100.234752s | E: 62 | q_time/E: 1.616690s | shuffle time: 0.000266s
Mon Jan 25 16:16:34 2021 | q: 27/63 | q_time: 47.322506s | E: 65 | q_time/E: 0.728039s | shuffle time: 0.000271s
Mon Jan 25 16:17:40 2021 | q: 28/63 | q_time: 65.898090s | E: 69 | q_time/E: 0.955045s | shuffle time: 0.000266s
Mon Jan 25 16:18:16 2021 | q: 29/63 | q_time: 36.178329s | E: 72 | q_time/E: 0.502477s | shuffle time: 0.000265s
Mon Jan 25 16:18:54 2021 | q: 30/63 | q_time: 38.370361s | E: 75 | q_time/E: 0.511605s | shuffle time: 0.000262s
Mon Jan 25 16:20:02 2021 | q: 31/63 | q_time: 67.217258s | E: 79 | q_time/E: 0.850851s | shuffle time: 0.000261s
Mon Jan 25 16:21:58 2021 | q: 32/63 | q_time: 116.220161s | E: 82 | q_time/E: 1.417319s | shuffle time: 0.000269s
Mon Jan 25 16:23:28 2021 | q: 33/63 | q_time: 89.654612s | E: 85 | q_time/E: 1.054760s | shuffle time: 0.000270s
Mon Jan 25 16:25:23 2021 | q: 34/63 | q_time: 114.981356s | E: 89 | q_time/E: 1.291925s | shuffle time: 0.000271s
Mon Jan 25 16:26:37 2021 | q: 35/63 | q_time: 74.661219s | E: 92 | q_time/E: 0.811535s | shuffle time: 0.000270s
Mon Jan 25 16:29:07 2021 | q: 36/63 | q_time: 149.560421s | E: 96 | q_time/E: 1.557921s | shuffle time: 0.000277s
Mon Jan 25 16:31:27 2021 | q: 37/63 | q_time: 140.201036s | E: 99 | q_time/E: 1.416172s | shuffle time: 0.000273s
Mon Jan 25 16:35:13 2021 | q: 38/63 | q_time: 226.543188s | E: 102 | q_time/E: 2.221012s | shuffle time: 0.000276s
Mon Jan 25 16:37:00 2021 | q: 39/63 | q_time: 106.401467s | E: 105 | q_time/E: 1.013347s | shuffle time: 0.000273s
Mon Jan 25 16:38:18 2021 | q: 40/63 | q_time: 78.227191s | E: 109 | q_time/E: 0.717681s | shuffle time: 0.000275s
Mon Jan 25 16:39:45 2021 | q: 41/63 | q_time: 86.908873s | E: 112 | q_time/E: 0.775972s | shuffle time: 0.000273s
Mon Jan 25 16:41:07 2021 | q: 42/63 | q_time: 81.651150s | E: 115 | q_time/E: 0.710010s | shuffle time: 0.000274s
Mon Jan 25 16:43:52 2021 | q: 43/63 | q_time: 165.039926s | E: 119 | q_time/E: 1.386890s | shuffle time: 0.000355s
Mon Jan 25 16:47:00 2021 | q: 44/63 | q_time: 187.854525s | E: 122 | q_time/E: 1.539791s | shuffle time: 0.000272s
Mon Jan 25 16:51:36 2021 | q: 45/63 | q_time: 276.465202s | E: 125 | q_time/E: 2.211722s | shuffle time: 0.000274s
Mon Jan 25 16:54:59 2021 | q: 46/63 | q_time: 203.152064s | E: 129 | q_time/E: 1.574822s | shuffle time: 0.000276s
Mon Jan 25 16:58:56 2021 | q: 47/63 | q_time: 236.884891s | E: 132 | q_time/E: 1.794583s | shuffle time: 0.000273s
Mon Jan 25 17:17:10 2021 | q: 48/63 | q_time: 1094.313563s | E: 136 | q_time/E: 8.046423s | shuffle time: 0.000274s
Mon Jan 25 17:28:36 2021 | q: 49/63 | q_time: 685.335554s | E: 139 | q_time/E: 4.930472s | shuffle time: 0.000274s
Mon Jan 25 17:33:33 2021 | q: 50/63 | q_time: 297.359908s | E: 142 | q_time/E: 2.094084s | shuffle time: 0.000272s
Mon Jan 25 17:34:50 2021 | q: 51/63 | q_time: 76.873037s | E: 145 | q_time/E: 0.530159s | shuffle time: 0.000270s
Mon Jan 25 17:36:35 2021 | q: 52/63 | q_time: 105.354304s | E: 149 | q_time/E: 0.707076s | shuffle time: 0.000271s
Mon Jan 25 17:39:52 2021 | q: 53/63 | q_time: 196.704251s | E: 153 | q_time/E: 1.285649s | shuffle time: 0.000268s
Mon Jan 25 17:42:06 2021 | q: 54/63 | q_time: 134.210245s | E: 157 | q_time/E: 0.854842s | shuffle time: 0.000269s
Mon Jan 25 17:52:01 2021 | q: 55/63 | q_time: 595.078370s | E: 161 | q_time/E: 3.696139s | shuffle time: 0.000267s
Mon Jan 25 18:26:06 2021 | q: 56/63 | q_time: 2044.942130s | E: 165 | q_time/E: 12.393589s | shuffle time: 0.000267s
Mon Jan 25 19:42:26 2021 | q: 57/63 | q_time: 4579.767865s | E: 168 | q_time/E: 27.260523s | shuffle time: 0.000267s
Mon Jan 25 20:51:26 2021 | q: 58/63 | q_time: 4140.065559s | E: 172 | q_time/E: 24.070149s | shuffle time: 0.000264s
Mon Jan 25 20:54:47 2021 | q: 59/63 | q_time: 200.642583s | E: 174 | q_time/E: 1.153118s | shuffle time: 0.000263s
Mon Jan 25 21:00:17 2021 | q: 60/63 | q_time: 330.750563s | E: 177 | q_time/E: 1.868647s | shuffle time: 0.000261s
Mon Jan 25 21:13:40 2021 | q: 61/63 | q_time: 802.850201s | E: 180 | q_time/E: 4.460279s | shuffle time: 0.000261s
Mon Jan 25 21:31:08 2021 | q: 62/63 | q_time: 1047.966535s | E: 183 | q_time/E: 5.726593s | shuffle time: 0.000260s
Mon Jan 25 22:06:28 2021 | q: 63/63 | q_time: 2119.903013s | E: 185 | q_time/E: 11.458935s | shuffle time: 0.000260s
