run: 10 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Wed Jan 27 06:37:09 2021 | q: 25/63 | q_time: 65.288823s | E: 59 | q_time/E: 1.106590s | shuffle time: 0.000262s
Wed Jan 27 06:37:44 2021 | q: 26/63 | q_time: 35.101851s | E: 62 | q_time/E: 0.566159s | shuffle time: 0.000267s
Wed Jan 27 06:38:17 2021 | q: 27/63 | q_time: 32.680339s | E: 65 | q_time/E: 0.502774s | shuffle time: 0.000262s
Wed Jan 27 06:38:56 2021 | q: 28/63 | q_time: 39.721669s | E: 69 | q_time/E: 0.575676s | shuffle time: 0.000260s
Wed Jan 27 06:39:55 2021 | q: 29/63 | q_time: 58.152159s | E: 72 | q_time/E: 0.807669s | shuffle time: 0.000262s
Wed Jan 27 06:40:46 2021 | q: 30/63 | q_time: 51.424361s | E: 75 | q_time/E: 0.685658s | shuffle time: 0.000256s
Wed Jan 27 06:42:20 2021 | q: 31/63 | q_time: 93.908060s | E: 79 | q_time/E: 1.188710s | shuffle time: 0.000257s
Wed Jan 27 06:43:27 2021 | q: 32/63 | q_time: 67.242491s | E: 82 | q_time/E: 0.820030s | shuffle time: 0.000259s
Wed Jan 27 06:44:42 2021 | q: 33/63 | q_time: 74.571321s | E: 85 | q_time/E: 0.877310s | shuffle time: 0.000259s
Wed Jan 27 06:46:10 2021 | q: 34/63 | q_time: 87.844444s | E: 89 | q_time/E: 0.987016s | shuffle time: 0.000257s
Wed Jan 27 06:47:16 2021 | q: 35/63 | q_time: 66.875273s | E: 92 | q_time/E: 0.726905s | shuffle time: 0.000258s
Wed Jan 27 06:48:52 2021 | q: 36/63 | q_time: 95.198553s | E: 96 | q_time/E: 0.991652s | shuffle time: 0.000261s
Wed Jan 27 06:55:24 2021 | q: 37/63 | q_time: 392.874269s | E: 99 | q_time/E: 3.968427s | shuffle time: 0.000264s
Wed Jan 27 06:56:56 2021 | q: 38/63 | q_time: 91.843881s | E: 102 | q_time/E: 0.900430s | shuffle time: 0.000264s
Wed Jan 27 06:58:33 2021 | q: 39/63 | q_time: 96.909762s | E: 105 | q_time/E: 0.922950s | shuffle time: 0.000262s
Wed Jan 27 07:00:41 2021 | q: 40/63 | q_time: 127.984950s | E: 109 | q_time/E: 1.174174s | shuffle time: 0.000263s
Wed Jan 27 07:06:22 2021 | q: 41/63 | q_time: 341.201392s | E: 112 | q_time/E: 3.046441s | shuffle time: 0.000264s
Wed Jan 27 07:08:28 2021 | q: 42/63 | q_time: 125.858220s | E: 115 | q_time/E: 1.094419s | shuffle time: 0.000261s
Wed Jan 27 07:10:25 2021 | q: 43/63 | q_time: 116.696713s | E: 119 | q_time/E: 0.980645s | shuffle time: 0.000266s
Wed Jan 27 07:15:32 2021 | q: 44/63 | q_time: 306.573955s | E: 122 | q_time/E: 2.512901s | shuffle time: 0.000261s
Wed Jan 27 07:18:56 2021 | q: 45/63 | q_time: 204.601529s | E: 125 | q_time/E: 1.636812s | shuffle time: 0.000265s
Wed Jan 27 07:22:33 2021 | q: 46/63 | q_time: 216.785995s | E: 129 | q_time/E: 1.680512s | shuffle time: 0.000264s
Wed Jan 27 07:29:10 2021 | q: 47/63 | q_time: 397.290392s | E: 132 | q_time/E: 3.009776s | shuffle time: 0.000262s
Wed Jan 27 07:39:38 2021 | q: 48/63 | q_time: 627.829018s | E: 136 | q_time/E: 4.616390s | shuffle time: 0.000260s
Wed Jan 27 07:47:00 2021 | q: 49/63 | q_time: 442.270306s | E: 139 | q_time/E: 3.181801s | shuffle time: 0.000260s
Wed Jan 27 07:58:14 2021 | q: 50/63 | q_time: 673.695309s | E: 142 | q_time/E: 4.744333s | shuffle time: 0.000260s
Wed Jan 27 08:00:14 2021 | q: 51/63 | q_time: 120.037900s | E: 145 | q_time/E: 0.827848s | shuffle time: 0.000259s
Wed Jan 27 08:09:23 2021 | q: 52/63 | q_time: 549.357545s | E: 149 | q_time/E: 3.686963s | shuffle time: 0.000258s
Wed Jan 27 08:14:19 2021 | q: 53/63 | q_time: 295.663280s | E: 153 | q_time/E: 1.932440s | shuffle time: 0.000260s
Wed Jan 27 08:17:19 2021 | q: 54/63 | q_time: 180.150748s | E: 157 | q_time/E: 1.147457s | shuffle time: 0.000255s
Wed Jan 27 08:19:35 2021 | q: 55/63 | q_time: 135.563257s | E: 161 | q_time/E: 0.842008s | shuffle time: 0.000253s
Wed Jan 27 08:26:46 2021 | q: 56/63 | q_time: 431.482016s | E: 165 | q_time/E: 2.615043s | shuffle time: 0.000255s
Wed Jan 27 08:43:51 2021 | q: 57/63 | q_time: 1024.563735s | E: 168 | q_time/E: 6.098594s | shuffle time: 0.000252s
Wed Jan 27 20:23:48 2021 | q: 58/63 | q_time: 41996.765969s | E: 172 | q_time/E: 244.167244s | shuffle time: 0.000250s
Wed Jan 27 20:29:46 2021 | q: 59/63 | q_time: 358.113988s | E: 174 | q_time/E: 2.058126s | shuffle time: 0.000250s
Wed Jan 27 20:37:58 2021 | q: 60/63 | q_time: 492.364450s | E: 177 | q_time/E: 2.781720s | shuffle time: 0.000248s
Wed Jan 27 20:52:09 2021 | q: 61/63 | q_time: 851.298981s | E: 180 | q_time/E: 4.729439s | shuffle time: 0.000246s
Thu Jan 28 00:16:54 2021 | q: 62/63 | q_time: 12284.477632s | E: 183 | q_time/E: 67.128293s | shuffle time: 0.000246s
Thu Jan 28 01:53:10 2021 | q: 63/63 | q_time: 5775.624889s | E: 185 | q_time/E: 31.219594s | shuffle time: 0.000246s
