run: 1 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Sun Jan 24 19:43:02 2021 | q: 26/63 | q_time: 42.745892s | E: 62 | q_time/E: 0.689450s | shuffle time: 0.000268s
Sun Jan 24 19:43:31 2021 | q: 27/63 | q_time: 29.501018s | E: 65 | q_time/E: 0.453862s | shuffle time: 0.000265s
Sun Jan 24 19:44:32 2021 | q: 28/63 | q_time: 60.961181s | E: 69 | q_time/E: 0.883495s | shuffle time: 0.000265s
Sun Jan 24 19:45:38 2021 | q: 29/63 | q_time: 65.480155s | E: 72 | q_time/E: 0.909447s | shuffle time: 0.000265s
Sun Jan 24 19:46:21 2021 | q: 30/63 | q_time: 43.767197s | E: 75 | q_time/E: 0.583563s | shuffle time: 0.000631s
Sun Jan 24 19:47:20 2021 | q: 31/63 | q_time: 58.838724s | E: 79 | q_time/E: 0.744794s | shuffle time: 0.000260s
Sun Jan 24 19:51:00 2021 | q: 32/63 | q_time: 219.704742s | E: 82 | q_time/E: 2.679326s | shuffle time: 0.000260s
Sun Jan 24 19:53:06 2021 | q: 33/63 | q_time: 125.598613s | E: 85 | q_time/E: 1.477631s | shuffle time: 0.000263s
Sun Jan 24 19:54:48 2021 | q: 34/63 | q_time: 102.877584s | E: 89 | q_time/E: 1.155928s | shuffle time: 0.000263s
Sun Jan 24 19:56:15 2021 | q: 35/63 | q_time: 86.272867s | E: 92 | q_time/E: 0.937749s | shuffle time: 0.000263s
Sun Jan 24 19:58:55 2021 | q: 36/63 | q_time: 159.776659s | E: 96 | q_time/E: 1.664340s | shuffle time: 0.000265s
Sun Jan 24 20:02:10 2021 | q: 37/63 | q_time: 195.431759s | E: 99 | q_time/E: 1.974058s | shuffle time: 0.000265s
Sun Jan 24 20:03:56 2021 | q: 38/63 | q_time: 106.458989s | E: 102 | q_time/E: 1.043716s | shuffle time: 0.000267s
Sun Jan 24 20:07:27 2021 | q: 39/63 | q_time: 210.539935s | E: 105 | q_time/E: 2.005142s | shuffle time: 0.000267s
Sun Jan 24 20:14:24 2021 | q: 40/63 | q_time: 417.418910s | E: 109 | q_time/E: 3.829531s | shuffle time: 0.000265s
Sun Jan 24 20:16:39 2021 | q: 41/63 | q_time: 134.666491s | E: 112 | q_time/E: 1.202379s | shuffle time: 0.000268s
Sun Jan 24 20:20:31 2021 | q: 42/63 | q_time: 231.644529s | E: 115 | q_time/E: 2.014300s | shuffle time: 0.000266s
Sun Jan 24 20:32:40 2021 | q: 43/63 | q_time: 729.199148s | E: 119 | q_time/E: 6.127724s | shuffle time: 0.000269s
Sun Jan 24 20:35:26 2021 | q: 44/63 | q_time: 166.228680s | E: 122 | q_time/E: 1.362530s | shuffle time: 0.000270s
Sun Jan 24 20:44:27 2021 | q: 45/63 | q_time: 540.565017s | E: 125 | q_time/E: 4.324520s | shuffle time: 0.000267s
Sun Jan 24 20:49:56 2021 | q: 46/63 | q_time: 329.111984s | E: 129 | q_time/E: 2.551256s | shuffle time: 0.000266s
Sun Jan 24 20:56:03 2021 | q: 47/63 | q_time: 366.789749s | E: 132 | q_time/E: 2.778710s | shuffle time: 0.000267s
Sun Jan 24 21:29:10 2021 | q: 48/63 | q_time: 1987.721892s | E: 136 | q_time/E: 14.615602s | shuffle time: 0.000264s
Sun Jan 24 21:45:05 2021 | q: 49/63 | q_time: 954.331632s | E: 139 | q_time/E: 6.865695s | shuffle time: 0.000266s
Sun Jan 24 21:51:16 2021 | q: 50/63 | q_time: 371.458752s | E: 142 | q_time/E: 2.615907s | shuffle time: 0.000261s
Sun Jan 24 21:52:33 2021 | q: 51/63 | q_time: 76.597785s | E: 145 | q_time/E: 0.528261s | shuffle time: 0.000262s
Sun Jan 24 22:02:24 2021 | q: 52/63 | q_time: 590.955692s | E: 149 | q_time/E: 3.966146s | shuffle time: 0.000296s
Sun Jan 24 22:06:29 2021 | q: 53/63 | q_time: 245.740841s | E: 153 | q_time/E: 1.606149s | shuffle time: 0.000260s
Sun Jan 24 22:09:26 2021 | q: 54/63 | q_time: 176.794301s | E: 157 | q_time/E: 1.126078s | shuffle time: 0.000266s
Sun Jan 24 22:20:31 2021 | q: 55/63 | q_time: 665.214467s | E: 161 | q_time/E: 4.131767s | shuffle time: 0.000259s
Sun Jan 24 22:29:55 2021 | q: 56/63 | q_time: 563.878914s | E: 165 | q_time/E: 3.417448s | shuffle time: 0.000258s
Sun Jan 24 22:33:03 2021 | q: 57/63 | q_time: 187.457739s | E: 168 | q_time/E: 1.115820s | shuffle time: 0.000255s
Sun Jan 24 23:08:26 2021 | q: 58/63 | q_time: 2123.364733s | E: 172 | q_time/E: 12.345144s | shuffle time: 0.000259s
Sun Jan 24 23:17:19 2021 | q: 59/63 | q_time: 533.124967s | E: 174 | q_time/E: 3.063937s | shuffle time: 0.000254s
Sun Jan 24 23:26:16 2021 | q: 60/63 | q_time: 537.013139s | E: 177 | q_time/E: 3.033973s | shuffle time: 0.000255s
Sun Jan 24 23:43:13 2021 | q: 61/63 | q_time: 1016.325124s | E: 180 | q_time/E: 5.646251s | shuffle time: 0.000254s
Mon Jan 25 00:08:00 2021 | q: 62/63 | q_time: 1487.431616s | E: 183 | q_time/E: 8.128042s | shuffle time: 0.000254s
Mon Jan 25 00:33:44 2021 | q: 63/63 | q_time: 1543.669121s | E: 185 | q_time/E: 8.344157s | shuffle time: 0.000251s
