run: 5 | L: 4 | REP: 10000 | skip: 128 | Dim: 3 | LATTICE: BCC
Mon Jan 25 22:10:15 2021 | q: 19/63 | q_time: 35.403281s | E: 42 | q_time/E: 0.842935s | shuffle time: 0.000264s
Mon Jan 25 22:10:38 2021 | q: 20/63 | q_time: 22.568722s | E: 45 | q_time/E: 0.501527s | shuffle time: 0.000266s
Mon Jan 25 22:10:57 2021 | q: 21/63 | q_time: 19.100847s | E: 48 | q_time/E: 0.397934s | shuffle time: 0.000269s
Mon Jan 25 22:11:31 2021 | q: 22/63 | q_time: 33.838471s | E: 51 | q_time/E: 0.663499s | shuffle time: 0.000270s
Mon Jan 25 22:13:32 2021 | q: 23/63 | q_time: 121.182951s | E: 54 | q_time/E: 2.244129s | shuffle time: 0.000268s
Mon Jan 25 22:15:23 2021 | q: 24/63 | q_time: 110.904521s | E: 57 | q_time/E: 1.945693s | shuffle time: 0.000267s
Mon Jan 25 22:15:59 2021 | q: 25/63 | q_time: 36.799181s | E: 59 | q_time/E: 0.623715s | shuffle time: 0.000267s
Mon Jan 25 22:16:32 2021 | q: 26/63 | q_time: 32.869058s | E: 62 | q_time/E: 0.530146s | shuffle time: 0.000265s
Mon Jan 25 22:17:17 2021 | q: 27/63 | q_time: 44.608647s | E: 65 | q_time/E: 0.686287s | shuffle time: 0.000264s
Mon Jan 25 22:18:10 2021 | q: 28/63 | q_time: 52.597342s | E: 69 | q_time/E: 0.762280s | shuffle time: 0.000262s
Mon Jan 25 22:19:12 2021 | q: 29/63 | q_time: 62.505088s | E: 72 | q_time/E: 0.868126s | shuffle time: 0.000264s
Mon Jan 25 22:20:21 2021 | q: 30/63 | q_time: 69.350218s | E: 75 | q_time/E: 0.924670s | shuffle time: 0.000260s
Mon Jan 25 22:21:21 2021 | q: 31/63 | q_time: 59.440221s | E: 79 | q_time/E: 0.752408s | shuffle time: 0.000259s
Mon Jan 25 22:22:06 2021 | q: 32/63 | q_time: 45.580503s | E: 82 | q_time/E: 0.555860s | shuffle time: 0.000261s
Mon Jan 25 22:23:27 2021 | q: 33/63 | q_time: 80.669326s | E: 85 | q_time/E: 0.949051s | shuffle time: 0.000262s
Mon Jan 25 22:25:33 2021 | q: 34/63 | q_time: 125.467972s | E: 89 | q_time/E: 1.409752s | shuffle time: 0.000262s
Mon Jan 25 22:27:02 2021 | q: 35/63 | q_time: 88.954263s | E: 92 | q_time/E: 0.966894s | shuffle time: 0.000264s
Mon Jan 25 22:29:25 2021 | q: 36/63 | q_time: 143.820983s | E: 96 | q_time/E: 1.498135s | shuffle time: 0.000271s
Mon Jan 25 22:34:32 2021 | q: 37/63 | q_time: 306.445244s | E: 99 | q_time/E: 3.095407s | shuffle time: 0.000268s
Mon Jan 25 22:36:00 2021 | q: 38/63 | q_time: 87.799699s | E: 102 | q_time/E: 0.860781s | shuffle time: 0.000269s
Mon Jan 25 22:37:45 2021 | q: 39/63 | q_time: 105.402140s | E: 105 | q_time/E: 1.003830s | shuffle time: 0.000268s
Mon Jan 25 22:39:56 2021 | q: 40/63 | q_time: 131.049904s | E: 109 | q_time/E: 1.202293s | shuffle time: 0.000271s
Mon Jan 25 22:42:55 2021 | q: 41/63 | q_time: 179.230605s | E: 112 | q_time/E: 1.600273s | shuffle time: 0.000452s
Mon Jan 25 22:45:04 2021 | q: 42/63 | q_time: 128.624856s | E: 115 | q_time/E: 1.118477s | shuffle time: 0.000269s
Mon Jan 25 22:48:53 2021 | q: 43/63 | q_time: 229.198471s | E: 119 | q_time/E: 1.926038s | shuffle time: 0.000268s
Mon Jan 25 22:52:27 2021 | q: 44/63 | q_time: 213.989220s | E: 122 | q_time/E: 1.754010s | shuffle time: 0.000271s
Mon Jan 25 22:58:33 2021 | q: 45/63 | q_time: 365.704647s | E: 125 | q_time/E: 2.925637s | shuffle time: 0.000271s
Mon Jan 25 23:02:22 2021 | q: 46/63 | q_time: 228.936080s | E: 129 | q_time/E: 1.774698s | shuffle time: 0.000269s
Mon Jan 25 23:05:56 2021 | q: 47/63 | q_time: 214.121502s | E: 132 | q_time/E: 1.622133s | shuffle time: 0.000268s
Mon Jan 25 23:19:06 2021 | q: 48/63 | q_time: 790.637698s | E: 136 | q_time/E: 5.813512s | shuffle time: 0.000269s
Mon Jan 25 23:28:25 2021 | q: 49/63 | q_time: 558.450939s | E: 139 | q_time/E: 4.017633s | shuffle time: 0.000265s
Mon Jan 25 23:32:54 2021 | q: 50/63 | q_time: 268.606108s | E: 142 | q_time/E: 1.891592s | shuffle time: 0.000266s
Mon Jan 25 23:34:14 2021 | q: 51/63 | q_time: 80.173395s | E: 145 | q_time/E: 0.552920s | shuffle time: 0.000266s
Mon Jan 25 23:35:51 2021 | q: 52/63 | q_time: 97.053038s | E: 149 | q_time/E: 0.651363s | shuffle time: 0.000265s
Mon Jan 25 23:38:37 2021 | q: 53/63 | q_time: 166.452789s | E: 153 | q_time/E: 1.087927s | shuffle time: 0.000265s
Mon Jan 25 23:49:38 2021 | q: 54/63 | q_time: 661.185909s | E: 157 | q_time/E: 4.211375s | shuffle time: 0.000269s
Mon Jan 25 23:56:52 2021 | q: 55/63 | q_time: 433.407061s | E: 161 | q_time/E: 2.691969s | shuffle time: 0.000263s
Tue Jan 26 00:42:07 2021 | q: 56/63 | q_time: 2715.156363s | E: 165 | q_time/E: 16.455493s | shuffle time: 0.000261s
Tue Jan 26 00:52:24 2021 | q: 57/63 | q_time: 617.361437s | E: 168 | q_time/E: 3.674770s | shuffle time: 0.000306s
Tue Jan 26 01:03:29 2021 | q: 58/63 | q_time: 665.060560s | E: 172 | q_time/E: 3.866631s | shuffle time: 0.000263s
Tue Jan 26 01:07:15 2021 | q: 59/63 | q_time: 225.209217s | E: 174 | q_time/E: 1.294306s | shuffle time: 0.000256s
Tue Jan 26 02:48:38 2021 | q: 60/63 | q_time: 6083.271625s | E: 177 | q_time/E: 34.368766s | shuffle time: 0.000260s
Tue Jan 26 03:28:15 2021 | q: 61/63 | q_time: 2377.332710s | E: 180 | q_time/E: 13.207404s | shuffle time: 0.000262s
Tue Jan 26 03:48:27 2021 | q: 62/63 | q_time: 1211.732111s | E: 183 | q_time/E: 6.621487s | shuffle time: 0.000257s
Tue Jan 26 04:14:13 2021 | q: 63/63 | q_time: 1546.263701s | E: 185 | q_time/E: 8.358182s | shuffle time: 0.000258s
