q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
47 127 61.729177 81 0.762089 2222152632 1015985897 1206166708 0
48 127 116.737772 83 1.406479 3772881946 1722680399 2050201520 0
49 127 362.705347 85 4.267122 5597021792 2543795570 3053226195 0
50 127 26.062641 86 0.303054 814878030 370389433 444488570 0
51 127 34.581604 88 0.392973 1054382558 484200183 570182348 0
52 127 44.466815 90 0.494076 1261436225 574916841 686519357 0
53 127 71.252162 92 0.774480 2290802793 1044698886 1246103880 0
54 127 143.419976 94 1.525744 3302840458 1498917992 1803922439 0
55 127 270.736922 96 2.820176 6105610968 2767780009 3337830932 0
56 127 591.608881 98 6.036825 5322607855 2419037354 2903570474 0
57 127 30.406020 99 0.307132 982769341 446707646 536061668 0
58 127 29.653124 101 0.293595 1081619196 490259784 591359385 0
59 127 60.716434 103 0.589480 2137737362 972288450 1165448885 0
60 127 68.427170 105 0.651687 2540816963 1148145788 1392671148 0
61 127 175.789135 107 1.642889 3571607724 1613395260 1958212437 0
62 127 170.323003 109 1.562596 3899241548 1758823398 2140418123 0
63 127 751.528038 111 6.770523 8260027724 3730550521 4529477176 0
64 127 1235.520193 113 10.933807 6152027158 2774449749 3377577382 0
65 127 52.915290 114 0.464169 1898847584 856401247 1042446310 0
66 127 56.719247 116 0.488959 2008722544 905944610 1102777907 0
67 127 66.274275 118 0.561646 2127835575 954778333 1173057215 0
68 127 160.568985 120 1.338075 3969430889 1781416652 2188014210 0
69 127 161.267656 122 1.321866 5500114204 2472921616 3027192561 0
70 127 335.938658 124 2.709183 7389351814 3319483514 4069868273 0
71 127 730.525568 126 5.797822 10333371537 4635663365 5697708145 0
72 127 1607.024819 128 12.554881 23882271321 10694890221 13187381073 0
73 127 1504.030599 130 11.569466 11707158442 5235283640 6471874775 0
74 127 1071.711759 132 8.119028 10058257719 4478614860 5579642832 0
75 127 835.839016 134 6.237605 12999325076 5801182477 7198142572 0
76 127 711.622620 136 5.232519 17221020309 7660568057 9560452225 0
77 127 705.891962 138 5.115159 14273682731 6328032136 7945650568 0
78 127 496.262074 140 3.544729 15349718583 6784984929 8564733627 0
79 127 582.328147 142 4.100902 14537275872 6421783824 8115492021 0
80 127 902.310299 144 6.266044 19027117738 8369491895 10657625816 0
81 127 389.654794 146 2.668868 10453224114 4583085975 5870138112 0
82 127 228.361559 148 1.542984 7965499554 3480704499 4484795028 0
83 127 274.038901 150 1.826926 8116162831 3554149154 4562013650 0
84 127 230.017664 152 1.513274 7630844980 3324299908 4306545045 0
85 127 237.133575 154 1.539828 7554045183 3277956240 4276088916 0
86 127 195.070066 156 1.250449 6814018446 2945705909 3868312510 0
87 127 219.119776 158 1.386834 7336989643 3167325717 4169663899 0
88 127 214.380547 160 1.339878 5635145771 2419494956 3215650788 0
89 127 180.917256 162 1.116773 5909226440 2525104831 3384121582 0
90 127 169.184455 164 1.031613 5520400641 2355701709 3164698905 0
91 127 172.048808 166 1.036439 6510568598 2765799691 3744768880 0
92 127 246.588670 168 1.467790 7081226951 3004220499 4077006425 0
93 127 183.739750 170 1.080822 6490015402 2743490267 3746525108 0
94 127 293.310524 172 1.705294 7492351085 3161402956 4330948102 0
95 127 254.716855 174 1.463890 8410438491 3527817077 4882621387 0
96 127 473.131294 176 2.688246 13455561532 5624717443 7830844062 0
97 127 241.301444 178 1.355626 9031595276 3747799927 5283795322 0
98 127 263.051867 180 1.461399 8000559488 3303596505 4696962956 0
99 127 187.649111 182 1.031039 6626844921 2727957201 3898887693 0
100 127 188.100065 184 1.022283 6365645195 2615008895 3750636273 0
101 127 207.372563 186 1.114906 6484949715 2652241846 3832707842 0
102 127 190.205009 188 1.011729 7476129528 3050238125 4425891376 0
103 127 208.242366 190 1.096012 6855488970 2783057798 4072431145 0
104 127 271.257263 192 1.412798 6845569700 2760661787 4084907886 0
105 127 178.599910 194 0.920618 6881208997 2769931866 4111277104 0
106 127 201.124666 196 1.026146 6577041401 2630030712 3947010662 0
107 127 199.166240 198 1.005890 7482343080 2986585034 4495758019 0
108 127 276.137770 200 1.380689 6582196298 2611214477 3970981794 0
109 127 273.647259 202 1.354689 7030831229 2775156220 4255674982 0
110 127 260.799975 204 1.278431 8257846709 3241764287 5016082395 0
111 127 338.746769 206 1.644402 8007983444 3128500701 4879482716 0
112 127 543.737354 208 2.614122 12565734805 4896687881 7669046897 0
113 127 434.977917 210 2.071323 11599014977 4480551301 7118463649 0
114 127 356.319255 212 1.680751 9852236053 3791474260 6060761766 0
115 127 217.785877 214 1.017691 8144821399 3115328503 5029492869 0
116 127 257.338471 216 1.191382 7631438218 2898258398 4733179793 0
117 127 274.832770 218 1.260701 9090425056 3435350392 5655074637 0
118 127 208.681344 220 0.948552 8460222216 3177319554 5282902635 0
119 127 196.696787 222 0.886022 6997792658 2606640574 4391152057 0
120 127 189.421111 224 0.845630 7262650753 2693069913 4569580813 0
121 127 220.946196 226 0.977638 8648598232 3194462700 5454135505 0
122 127 279.039068 228 1.223856 9459709477 3455628695 6004080755 0
123 127 440.028080 230 1.913166 7859631782 2855724541 5003907214 0
124 127 188.226968 232 0.811323 6414619085 2320698382 4093920676 0
125 127 271.025521 234 1.158229 8617449945 3095713316 5521736602 0
126 127 266.083432 236 1.127472 8595001904 3076387317 5518614560 0
127 127 267.182763 237 1.127353 10115491743 3609204819 6506286897 0
26938.1
