q q_max q_time hits q_time/hits k accept_counter reject_counter sampled_ratio/numer_working_threads
34 127 20.574893 57 0.360963 624304759 282512321 341792411 0
35 127 41.986483 59 0.711635 1345498940 610984302 734514611 0
36 127 98.788971 61 1.619491 2011668801 913552870 1098115904 0
37 127 10.318223 62 0.166423 349298171 158112560 191185584 0
38 127 14.509368 64 0.226709 469922767 213343743 256578997 0
39 127 21.720605 66 0.329100 656246390 298799274 357447089 0
40 127 28.945583 68 0.425670 975413800 443040372 532373401 0
41 127 63.267636 70 0.903823 1694807740 770142143 924665570 0
42 127 184.041597 72 2.556133 3220683802 1463762839 1756920936 0
43 127 13.131206 73 0.179880 494985887 224288047 270697813 0
44 127 21.665814 75 0.288878 747722792 340368397 407354368 0
45 127 31.868338 77 0.413875 912474646 415335499 497139120 0
46 127 41.429609 79 0.524425 1294108861 587251338 706857496 0
47 127 58.059367 81 0.716782 1854376486 844674656 1009701803 0
48 127 283.214371 83 3.412221 4580957161 2092176758 2488780376 0
49 127 603.571935 85 7.100846 8521345342 3886255119 4635090196 0
50 127 23.804415 86 0.276796 876907018 399997388 476909603 0
51 127 32.216291 88 0.366094 1199603458 547230294 652373137 0
52 127 32.548165 90 0.361646 1229992328 561023166 668969135 0
53 127 75.054585 92 0.815811 2196179844 1000397882 1195781935 0
54 127 108.047312 94 1.149439 2980841540 1351465353 1629376160 0
55 127 202.245289 96 2.106722 3661723892 1663810075 1997913790 0
56 127 557.217499 98 5.685893 7623372317 3458449641 4164922649 0
57 127 28.833479 99 0.291247 1093815906 496375254 597440625 0
58 127 33.627019 101 0.332941 1268977241 577861861 691115353 0
59 127 51.798793 103 0.502901 1913147076 865269743 1047877306 0
60 127 103.649389 105 0.987137 3064581404 1389312404 1675268973 0
61 127 116.019371 107 1.084293 3780731968 1710638513 2070093428 0
62 127 309.509964 109 2.839541 5330338264 2408232432 2922105805 0
63 127 710.537649 111 6.401240 8896326354 4026413876 4869912451 0
64 127 3296.841936 113 29.175592 26474537154 11956596112 14517941015 0
65 127 42.693607 114 0.374505 1241665112 558144244 683520841 0
66 127 51.861003 116 0.447078 1760603238 791777361 968825850 0
67 127 82.777254 118 0.701502 2822829568 1273988435 1548841106 0
68 127 121.534308 120 1.012786 4570800683 2053755740 2517044916 0
69 127 188.898619 122 1.548349 5025949092 2255248721 2770700344 0
70 127 343.225978 124 2.767951 6493274819 2906310386 3586964406 0
71 127 911.846024 126 7.236873 12325057368 5532059917 6792997424 0
72 127 854.656302 128 6.677002 6887514936 3078959998 3808554911 0
73 127 1588.528408 130 12.219449 13346962520 5952618592 7394343901 0
74 127 1018.837968 132 7.718469 17562908309 7829807815 9733100467 0
75 127 1121.107348 134 8.366473 15665068266 6988326962 8676741277 0
76 127 914.234850 136 6.722315 22795244834 10138462983 12656781824 0
77 127 451.098834 138 3.268832 14987979637 6634670731 8353308879 0
78 127 700.819637 140 5.005855 14843756691 6564874194 8278882470 0
79 127 481.250571 142 3.389089 14749307199 6512893012 8236414160 0
80 127 657.148802 144 4.563533 11506401766 5060848620 6445553119 0
81 127 384.746235 146 2.635248 10773259183 4718635147 6054624009 0
82 127 344.652463 148 2.328733 8307528600 3639819590 4667708983 0
83 127 273.256544 150 1.821710 6707407349 2923346986 3784060336 0
84 127 211.977831 152 1.394591 7239461784 3145645815 4093815942 0
85 127 291.185618 154 1.890816 7065989372 3071699547 3994289798 0
86 127 190.800372 156 1.223079 6597282237 2849256214 3748025996 0
87 127 200.240311 158 1.267344 6942400777 2995163375 3947237375 0
88 127 230.353623 160 1.439710 6379477360 2745430155 3634047178 0
89 127 154.660565 162 0.954695 6247397313 2673625142 3573772144 0
90 127 276.570617 164 1.686406 6889330578 2936945848 3952384703 0
91 127 163.184894 166 0.983042 5642903680 2396079657 3246823996 0
92 127 235.109340 168 1.399460 7511827540 3181940758 4329886755 0
93 127 223.965589 170 1.317445 6591262940 2776299069 3814963844 0
94 127 208.952097 172 1.214838 6715978131 2821774009 3894204095 0
95 127 217.538044 174 1.250219 6015497071 2513345917 3502151127 0
96 127 613.412463 176 3.485298 11838843958 4944208058 6894635873 0
97 127 229.193727 178 1.287605 7459190188 3096001832 4363188329 0
98 127 201.448748 180 1.119160 6684194801 2771425210 3912769564 0
99 127 214.994475 182 1.181288 6634402691 2742874882 3891527782 0
100 127 203.288417 184 1.104828 5984358467 2461950766 3522407674 0
101 127 231.092802 186 1.242434 7463818510 3053278963 4410539520 0
102 127 254.736768 188 1.354983 7874245453 3208943039 4665302387 0
103 127 216.390902 190 1.138899 6965225044 2832217240 4133007777 0
104 127 225.818762 192 1.176139 7177505644 2906254622 4271250995 0
105 127 256.141566 194 1.320317 7705501006 3099719326 4605781653 0
106 127 183.264420 196 0.935023 7060682972 2827112043 4233570902 0
107 127 226.454940 198 1.143712 4704255297 1876148800 2828106470 0
108 127 319.034317 200 1.595172 7091022300 2809727837 4281294436 0
109 127 353.965887 202 1.752306 8295403458 3270329242 5025074189 0
110 127 291.070052 204 1.426814 7923089796 3120747410 4802342359 0
111 127 315.047109 206 1.529355 9326669233 3645246410 5681422796 0
112 127 709.290791 208 3.410052 14176362584 5518533701 8657828856 0
113 127 398.916633 210 1.899603 12039626199 4650519803 7389106369 0
114 127 280.140082 212 1.321415 8410273473 3230634678 5179638768 0
115 127 210.995185 214 0.985959 7838438448 2990727497 4847710924 0
116 127 236.980288 216 1.097131 7920079463 3007176005 4912903431 0
117 127 224.502790 218 1.029829 7173909447 2705133126 4468776294 0
118 127 178.600504 220 0.811820 7221435497 2714151985 4507283485 0
119 127 332.023794 222 1.495603 8125213442 3039602306 5085611109 0
120 127 209.369049 224 0.934683 7405026189 2744954916 4660071246 0
121 127 304.521992 226 1.347442 8741650314 3219818878 5521831409 0
122 127 223.684205 228 0.981071 8012981036 2931893663 5081087346 0
123 127 274.882310 230 1.195140 9937014417 3615908437 6321105953 0
124 127 187.050928 232 0.806254 8407637357 3042964792 5364672538 0
125 127 246.184159 234 1.052069 7801955664 2811720452 4990235185 0
126 127 359.190429 236 1.521993 8956005335 3197352846 5758652462 0
127 127 318.021253 237 1.341862 12154655638 4330045092 7824610519 0
29581.9
